Rodage_U,V1_torque,Rodage_I,V2_torque,SnapRingMidPointForce,Premier angle,SnapRingPeakForce,Deuxième angle,Vissage_M8_torque,Capuchon_insertion,StartLinePeakForce,Vissage_M8_angle_log,SnapRingFinalStroke_exp,Binar OP130_Resultat_Global_v
11.97,1,110.9,1,103.07,163.4,158.97,123.8,12.29,0.0,25.77,2.5257286443082556,373248.61322898994,0
11.97,0,116.91,0,107.07,147.1,142.29,155.3,12.2,1.0,23.13,3.0492730404820207,469770.7083161708,0
11.97,0,109.92,0,98.55,172.3,150.07,190.1,12.24,1.0,20.56,2.7013612129514133,460468.6250498847,0
11.97,1,114.27,1,94.77,165.0,171.31,162.5,12.38,0.0,22.92,2.501435951739211,474491.98242599616,0
11.97,0,106.67,0,98.97,170.0,134.05,172.9,12.19,1.0,21.08,2.8507065015037334,469770.7083161708,0
11.97,1,117.15,1,106.07,158.8,161.62,157.6,12.21,0.0,23.82,2.884800712846709,488942.41461545986,0
11.98,1,109.68,1,89.29,120.0,149.87,155.0,12.25,0.0,24.11,2.653241964607215,396329.0184739155,0
11.97,0,111.14,0,83.43,167.2,145.41,166.6,12.24,1.0,18.92,2.785011242238338,493856.3675768817,0
11.97,1,110.89,1,99.24,155.0,176.79,128.8,12.21,0.0,27.92,2.766319109226186,400312.1913298826,0
11.97,0,110.98,0,93.66,157.0,149.94,149.9,12.25,1.0,21.66,2.6461747973841225,469770.7083161708,0
11.97,1,110.6,1,101.87,145.2,172.66,177.9,12.26,1.0,25.96,2.884800712846709,369534.7274744691,0
11.97,1,111.41,1,93.19,163.8,160.3,179.2,12.19,1.0,27.39,3.044522437723423,369534.7274744691,0
11.97,1,120.61,1,91.17,153.7,166.88,145.5,12.33,0.0,27.6,2.4932054526026954,392385.4788500711,0
11.97,1,105.54,1,96.21,147.5,142.68,173.0,12.21,1.0,24.03,3.462606009790799,376999.82415587525,0
11.97,1,117.74,1,105.67,173.1,185.88,180.3,12.18,0.0,23.63,3.2347491740244907,469770.7083161708,0
11.98,1,112.25,1,97.09,156.2,168.05,159.0,12.16,0.0,20.76,2.89591193827178,474491.98242599616,0
11.98,1,107.46,1,99.68,157.0,167.18,158.1,12.3,0.0,26.68,2.740840023925201,396329.0184739155,0
11.97,0,110.4,0,101.28,161.0,150.65,171.2,12.23,1.0,21.38,2.6946271807700692,498819.7065866096,0
11.98,1,107.66,1,97.71,143.6,174.63,166.8,12.28,0.0,25.62,2.6390573296152584,400312.1913298826,0
11.97,0,114.42,0,83.47,180.1,143.16,158.0,12.24,1.0,17.24,3.0587070727153796,498819.7065866096,0
11.97,1,109.6,1,101.7,137.5,154.69,157.4,12.23,0.0,23.48,2.766319109226186,484077.356302953,0
11.97,1,120.52,1,97.17,197.8,153.32,195.2,12.19,0.0,25.56,2.89591193827178,351512.3061485672,0
11.97,1,115.11,1,93.65,148.0,156.79,147.5,12.3,0.0,24.69,2.8390784635086144,400312.1913298826,0
11.97,1,116.5,1,90.42,197.5,160.37,123.9,12.16,0.0,23.58,3.0155349008501706,396329.0184739155,0
11.97,0,113.46,0,98.86,182.8,152.78,162.6,12.12,1.0,22.58,3.039749158970765,498819.7065866096,0
11.97,0,109.36,0,81.92,146.0,153.09,149.5,12.33,1.0,19.13,2.509599262378372,503832.9279826815,0
11.97,1,111.12,1,102.54,175.2,170.71,149.8,12.29,0.0,24.66,2.4765384001174837,396329.0184739155,0
11.98,0,109.58,1,105.85,197.7,162.15,157.1,12.24,0.0,26.93,2.72785282839839,373248.61322898994,0
11.97,0,112.94,0,98.25,177.7,152.85,153.9,12.29,1.0,19.96,2.5257286443082556,498819.7065866096,0
11.97,0,121.53,0,98.22,136.3,135.53,154.5,12.28,1.0,23.35,2.6602595372658615,465096.4116686539,0
11.97,1,113.63,1,94.89,152.0,154.46,175.8,12.3,0.0,20.15,2.6878474937846906,474491.98242599616,0
11.97,1,111.12,1,100.91,159.1,179.27,155.1,12.18,0.0,24.52,3.202746442938317,469770.7083161708,0
11.98,1,105.9,1,99.99,150.2,157.02,163.3,12.26,0.0,25.83,2.8094026953624978,404335.3957385773,0
11.97,0,112.94,0,81.62,149.5,144.1,155.9,12.26,1.0,18.52,3.131136910560194,498819.7065866096,0
11.97,0,108.74,0,91.92,177.6,150.53,156.3,12.36,1.0,18.43,2.8094026953624978,488942.41461545986,0
11.97,0,115.42,0,95.14,174.6,155.31,168.3,12.25,1.0,21.45,2.9338568698359038,460468.6250498847,0
11.97,1,109.56,1,98.69,165.1,157.82,160.1,12.26,1.0,25.69,2.6026896854443837,369534.7274744691,0
11.97,1,116.74,1,92.19,147.7,162.66,158.3,12.25,0.0,27.12,2.856470206220483,392385.4788500711,0
11.97,1,111.35,1,99.17,163.5,151.32,155.8,12.24,0.0,25.13,2.6878474937846906,479260.7061294755,0
11.97,1,113.75,1,98.45,153.8,171.44,167.7,12.19,0.0,24.32,2.8791984572980396,474491.98242599616,0
11.97,1,114.46,1,100.84,153.8,151.52,179.7,12.22,0.0,25.78,2.6100697927420065,400312.1913298826,0
11.97,1,111.45,1,95.66,164.4,157.78,167.7,12.17,1.0,25.31,2.8903717578961645,369534.7274744691,0
11.97,1,110.88,1,101.14,156.5,139.06,176.9,12.24,1.0,25.13,3.202746442938317,376999.82415587525,0
11.97,0,112.56,0,86.34,162.1,149.08,163.8,12.2,1.0,20.53,3.0301337002713233,474491.98242599616,0
11.97,0,116.32,0,104.8,154.2,154.28,142.8,12.2,1.0,25.94,3.054001181677967,460468.6250498847,0
11.97,1,116.65,1,94.44,149.9,154.55,163.6,12.38,0.0,26.25,2.468099531471619,396329.0184739155,0
11.97,0,113.91,0,95.02,170.8,153.67,161.4,12.31,1.0,21.21,2.7343675094195836,503832.9279826815,0
11.97,1,118.13,1,92.61,146.7,164.95,161.9,12.26,0.0,22.3,2.714694743820879,392385.4788500711,0
11.98,1,117.47,1,107.74,161.4,145.17,142.3,12.23,0.0,26.49,2.7343675094195836,380788.7353793437,0
11.98,1,113.84,1,91.78,165.9,143.66,170.6,12.26,0.0,23.7,2.4765384001174837,355045.0635575014,0
11.97,1,114.09,1,105.06,157.1,169.49,145.1,12.28,0.0,24.89,2.833213344056216,392385.4788500711,0
11.97,1,110.32,1,88.53,161.9,156.86,138.7,12.3,0.0,21.44,2.884800712846709,396329.0184739155,0
11.97,1,113.93,1,103.98,166.7,167.48,169.2,12.22,0.0,21.55,2.803360380906535,474491.98242599616,0
11.97,1,116.79,1,107.28,164.5,161.05,158.4,12.39,1.0,25.32,2.6100697927420065,362217.44961124816,0
11.97,1,117.48,1,97.7,170.1,159.11,154.9,12.27,0.0,24.03,3.1654750481410856,479260.7061294755,0
11.97,0,109.28,0,87.59,141.1,155.81,156.8,12.33,1.0,18.61,2.517696472610991,498819.7065866096,0
11.97,1,118.63,1,105.52,157.3,163.7,169.1,12.14,0.0,24.17,3.152736022363656,396329.0184739155,0
11.97,1,112.77,1,97.24,193.9,156.22,158.8,12.16,0.0,18.59,2.8903717578961645,484077.356302953,0
11.97,1,113.1,1,100.3,185.1,169.26,167.3,12.32,0.0,22.28,2.6461747973841225,474491.98242599616,0
11.97,0,114.5,0,91.36,156.4,139.87,147.5,12.27,1.0,21.55,2.667228206581955,498819.7065866096,0
11.97,0,111.48,1,99.82,197.6,163.16,143.7,12.24,0.0,23.94,2.928523523860541,474491.98242599616,0
11.97,0,114.49,0,78.42,157.5,154.35,155.5,12.3,1.0,19.8,2.174751721484161,503832.9279826815,0
11.97,1,111.66,1,93.87,145.5,162.11,157.3,12.35,1.0,26.54,2.7013612129514133,365857.7955006423,0
11.97,1,109.5,1,104.39,152.4,174.59,158.9,12.21,0.0,25.81,2.856470206220483,396329.0184739155,0
11.97,0,114.19,0,81.78,174.0,145.99,161.2,12.22,1.0,18.45,2.7536607123542622,503832.9279826815,1
11.97,1,114.46,1,102.2,157.1,182.42,166.9,12.19,0.0,22.32,3.1945831322991562,465096.4116686539,0
11.97,1,117.26,1,98.5,156.8,161.72,140.2,12.29,1.0,26.62,2.5877640352277083,373248.61322898994,0
11.97,1,105.79,1,99.18,168.0,153.73,145.1,12.25,0.0,24.46,2.7013612129514133,479260.7061294755,0
11.97,0,111.69,0,91.97,149.4,156.01,141.2,12.35,1.0,20.06,2.6946271807700692,484077.356302953,0
11.97,1,138.85,1,109.31,154.2,164.08,152.7,12.2,0.0,26.46,3.3638415951183864,408399.0340237931,0
11.97,0,107.71,0,105.54,159.5,148.27,174.4,12.25,1.0,21.13,2.8213788864092133,460468.6250498847,0
11.97,0,111.89,0,97.22,135.3,141.54,149.7,12.27,1.0,23.9,2.785011242238338,488942.41461545986,0
11.97,1,117.42,1,109.42,144.7,180.48,145.9,12.17,0.0,24.47,3.054001181677967,469770.7083161708,0
11.97,1,114.3,1,95.96,156.7,171.29,154.1,12.19,0.0,28.0,2.8273136219290276,404335.3957385773,0
11.97,0,114.63,0,100.74,140.8,147.19,172.7,12.23,1.0,22.18,2.740840023925201,465096.4116686539,0
11.97,1,108.44,1,94.16,153.9,162.12,152.7,12.32,1.0,24.61,2.990719731730447,373248.61322898994,0
11.97,1,112.94,1,101.38,152.6,144.03,152.7,12.27,1.0,23.59,3.095577608523707,384615.72579367505,0
11.97,0,111.35,0,80.99,184.3,144.91,178.8,12.23,1.0,19.05,2.954910279033736,498819.7065866096,0
11.97,0,109.56,0,96.98,137.4,153.45,164.1,12.25,1.0,23.46,2.5952547069568657,469770.7083161708,0
11.97,1,114.84,1,101.57,165.6,186.2,153.5,12.27,0.0,24.81,2.681021528714291,469770.7083161708,1
11.97,0,110.93,0,79.38,143.0,138.63,168.4,12.25,1.0,18.07,2.533696813957432,498819.7065866096,0
11.98,1,124.75,1,104.22,158.7,149.91,193.5,12.23,0.0,24.35,2.9496883350525844,380788.7353793437,0
11.97,1,111.91,1,93.53,128.6,153.5,140.7,12.18,0.0,21.86,3.9080149840306073,484077.356302953,0
11.98,0,103.81,0,82.28,159.2,157.56,149.5,12.27,1.0,18.74,2.5494451709255714,484077.356302953,0
11.97,1,113.66,1,98.82,145.1,179.93,162.1,12.27,0.0,23.56,2.2823823856765264,469770.7083161708,0
11.97,1,114.32,1,101.97,169.8,163.8,167.6,12.31,1.0,26.14,3.0301337002713233,362217.44961124816,0
11.97,0,109.98,0,104.22,147.4,148.21,149.7,12.35,1.0,25.46,2.5649493574615367,479260.7061294755,0
11.97,1,116.33,1,103.4,129.1,153.72,135.6,12.27,1.0,24.91,2.322387720290225,373248.61322898994,0
11.97,1,117.04,1,94.51,165.8,153.77,137.7,12.35,0.0,23.06,2.747270914255491,484077.356302953,0
11.98,0,117.33,0,94.02,137.0,134.62,154.1,12.21,1.0,20.57,2.8449093838194073,498819.7065866096,0
11.97,0,114.78,0,102.71,173.1,157.48,163.0,12.34,1.0,23.01,2.4849066497880004,498819.7065866096,0
11.97,1,113.07,1,95.55,181.2,154.43,161.9,12.22,0.0,25.03,2.617395832834079,331041.82304912945,0
11.97,1,114.57,1,104.92,160.5,148.53,164.6,12.3,0.0,23.54,2.468099531471619,380788.7353793437,0
11.97,1,114.74,1,95.64,129.9,176.11,143.2,12.18,0.0,24.53,2.681021528714291,400312.1913298826,0
11.97,0,111.41,0,95.43,153.5,136.07,149.7,12.26,1.0,20.17,2.970414465569701,488942.41461545986,0
11.97,0,117.34,0,96.03,149.3,136.11,151.7,12.27,1.0,21.98,3.0106208860477417,465096.4116686539,0
11.97,1,113.29,1,104.83,147.8,173.46,152.9,12.19,0.0,24.72,2.91235066461494,474491.98242599616,0
11.97,0,111.62,0,78.88,152.0,152.12,143.5,12.33,1.0,19.05,2.9652730660692823,503832.9279826815,0
11.97,1,110.3,1,99.39,141.7,140.33,130.8,12.23,1.0,25.79,3.054001181677967,384615.72579367505,0
11.97,1,111.76,1,104.09,172.6,156.42,152.6,12.23,1.0,24.77,3.1484533605716547,365857.7955006423,0
11.97,1,113.06,1,101.98,173.2,172.06,121.7,12.14,0.0,22.81,3.2771447329921766,488942.41461545986,0
11.97,0,114.68,0,91.8,162.7,153.06,167.4,12.27,1.0,20.35,2.6878474937846906,503832.9279826815,0
11.97,1,119.37,1,107.4,160.7,158.88,161.0,12.23,1.0,25.63,2.7536607123542622,373248.61322898994,0
11.97,1,111.42,1,96.98,147.7,160.17,152.6,12.31,1.0,23.65,2.5649493574615367,373248.61322898994,0
11.97,0,116.23,1,106.52,198.0,159.88,161.0,12.29,0.0,27.32,2.8622008809294686,369534.7274744691,0
11.97,0,112.28,0,103.12,164.0,156.38,161.8,12.25,1.0,25.58,2.5416019934645457,460468.6250498847,0
11.97,1,115.69,1,98.51,170.8,160.26,157.7,12.27,0.0,24.18,3.4965075614664802,400312.1913298826,0
11.97,0,112.76,0,99.06,144.7,146.05,145.0,12.25,1.0,22.04,2.747270914255491,488942.41461545986,0
11.97,1,109.09,1,87.3,154.9,157.08,156.4,12.27,0.0,22.0,2.714694743820879,396329.0184739155,0
11.97,1,112.49,1,107.57,138.9,169.08,173.3,12.26,0.0,25.88,2.6100697927420065,334368.84868262074,0
11.97,1,112.46,0,89.83,196.5,160.5,197.7,12.26,0.0,23.18,2.785011242238338,348014.70026317565,0
11.97,1,110.7,1,104.71,182.8,181.62,149.6,12.29,0.0,24.3,2.5649493574615367,469770.7083161708,0
11.97,1,113.72,1,96.91,164.3,149.86,156.1,12.23,0.0,20.64,3.269568939183719,484077.356302953,0
11.97,1,111.36,1,99.65,172.7,174.6,152.8,12.24,0.0,29.62,2.8213788864092133,400312.1913298826,0
11.97,1,117.25,1,102.37,163.3,183.24,149.1,12.18,0.0,25.02,2.9444389791664403,396329.0184739155,0
11.97,1,111.18,1,89.31,176.7,157.33,157.4,12.25,0.0,23.95,3.091042453358316,344551.8961378237,0
11.97,1,114.4,1,104.71,158.1,176.99,145.4,12.19,0.0,25.75,3.095577608523707,469770.7083161708,0
11.97,0,110.57,0,110.95,164.8,150.91,167.3,12.21,1.0,21.93,3.0301337002713233,469770.7083161708,0
11.97,1,104.96,1,105.74,159.6,156.92,149.7,12.28,1.0,27.3,3.1135153092103742,369534.7274744691,0
11.97,0,112.98,0,81.45,147.0,144.77,157.6,12.29,1.0,17.23,2.5877640352277083,503832.9279826815,0
11.97,1,109.8,1,100.97,138.9,164.03,166.8,12.24,0.0,22.12,2.785011242238338,479260.7061294755,0
11.97,1,114.88,1,107.01,152.7,181.65,195.9,12.25,0.0,26.37,3.1135153092103742,469770.7083161708,0
11.97,0,114.2,0,99.19,157.2,135.67,154.9,12.21,1.0,23.02,2.517696472610991,465096.4116686539,0
11.97,1,112.46,1,100.76,153.9,166.92,178.1,12.33,0.0,23.11,2.580216829592325,396329.0184739155,0
11.97,0,115.39,0,103.8,145.2,158.64,159.0,12.25,1.0,23.58,2.580216829592325,484077.356302953,1
11.97,1,115.14,1,98.05,153.4,150.21,149.4,12.26,1.0,23.89,2.8507065015037334,380788.7353793437,0
11.98,1,114.27,1,103.2,173.6,180.63,161.4,12.35,0.0,23.2,2.7212954278522306,469770.7083161708,0
11.97,1,112.46,1,103.53,172.3,160.97,151.2,12.33,0.0,26.37,2.70805020110221,376999.82415587525,0
11.97,1,118.65,1,107.75,149.6,164.82,177.6,12.31,0.0,27.8,2.6100697927420065,404335.3957385773,0
11.97,0,109.47,0,94.88,150.5,143.24,157.8,12.18,1.0,20.59,2.917770732084279,460468.6250498847,0
11.97,0,109.47,0,99.57,175.8,136.67,161.8,12.31,1.0,21.5,2.4336133554004498,474491.98242599616,0
11.97,1,118.67,1,102.01,176.2,169.08,178.2,12.19,0.0,23.57,3.629660094453965,479260.7061294755,0
11.98,1,115.05,1,102.84,171.4,170.11,176.8,12.2,0.0,23.88,3.095577608523707,469770.7083161708,0
11.97,0,112.34,0,90.47,179.3,141.48,176.0,12.2,1.0,21.55,3.068052935133617,469770.7083161708,0
11.97,0,108.08,0,95.05,175.8,153.27,174.6,12.25,1.0,21.88,2.7536607123542622,465096.4116686539,0
11.97,0,110.09,0,101.73,147.9,149.48,146.8,12.23,1.0,22.88,2.772588722239781,465096.4116686539,0
11.97,1,117.83,1,97.81,154.8,172.91,149.2,12.23,0.0,24.83,2.772588722239781,469770.7083161708,0
11.97,1,109.9,1,97.81,143.6,155.22,176.4,12.31,0.0,22.62,2.5649493574615367,484077.356302953,0
11.97,1,110.59,1,103.47,166.4,161.6,149.8,12.27,1.0,25.63,2.884800712846709,373248.61322898994,0
11.97,1,111.23,1,103.12,158.1,146.16,155.1,12.31,0.0,26.32,2.6878474937846906,334368.84868262074,0
11.97,1,114.29,0,103.77,174.5,147.31,197.7,12.18,0.0,23.89,2.990719731730447,380788.7353793437,0
11.97,1,110.66,1,97.62,172.5,171.96,163.5,12.23,0.0,20.75,2.954910279033736,479260.7061294755,0
11.97,0,112.39,0,77.97,154.7,141.61,147.7,12.18,1.0,17.98,3.068052935133617,508896.533091413,0
11.97,1,112.3,1,98.55,160.8,173.93,151.0,12.3,0.0,24.27,2.6878474937846906,469770.7083161708,0
11.97,1,107.58,1,89.91,169.2,163.07,180.2,12.34,0.0,24.77,2.4849066497880004,396329.0184739155,0
11.97,1,118.87,1,89.19,148.8,161.77,149.0,12.26,0.0,23.6,2.9069010598473755,400312.1913298826,0
11.97,1,110.02,1,102.56,165.7,155.63,161.6,12.13,0.0,22.57,2.9014215940827497,479260.7061294755,0
11.97,1,116.8,1,88.18,126.6,159.22,151.6,12.2,0.0,22.01,2.995732273553991,392385.4788500711,0
11.97,0,117.27,0,103.76,165.3,152.55,161.8,12.33,1.0,22.17,2.533696813957432,460468.6250498847,0
11.97,0,108.37,0,86.73,185.7,152.81,159.8,12.3,1.0,21.44,2.4423470353692043,493856.3675768817,0
11.97,1,117.0,1,109.45,146.7,161.29,157.7,12.3,0.0,25.49,2.4932054526026954,416649.2417767062,0
11.97,0,113.56,0,95.78,155.7,150.13,142.2,12.27,1.0,22.25,2.617395832834079,484077.356302953,0
11.97,1,110.6,1,98.86,157.9,157.09,156.4,12.22,0.0,26.54,3.391147045808654,388481.17810109997,0
11.97,1,111.92,1,100.6,164.4,165.54,143.6,12.26,0.0,28.82,2.6390573296152584,373248.61322898994,0
11.97,0,110.1,0,102.93,173.0,151.3,133.9,12.24,1.0,24.77,2.7343675094195836,484077.356302953,0
11.97,0,107.48,0,104.35,171.1,163.61,149.5,12.28,1.0,22.3,2.791165107812717,498819.7065866096,0
11.97,0,113.06,0,87.59,141.4,142.94,197.7,12.28,1.0,20.81,2.617395832834079,493856.3675768817,0
11.97,1,110.24,1,100.17,166.3,161.84,156.6,12.19,0.0,24.64,2.6741486494265287,484077.356302953,0
11.97,0,110.14,0,80.3,152.4,152.07,140.2,12.27,1.0,18.36,3.5409593240373143,503832.9279826815,0
11.97,1,110.96,1,93.11,165.7,145.29,192.0,12.24,1.0,21.9,2.970414465569701,373248.61322898994,0
11.97,1,114.22,1,91.21,145.9,146.35,133.5,12.23,0.0,22.88,2.772588722239781,392385.4788500711,0
11.97,0,111.06,0,82.22,180.8,155.22,176.2,12.24,1.0,18.34,3.0155349008501706,488942.41461545986,0
11.97,0,113.99,0,84.46,156.1,154.19,153.4,12.21,1.0,18.53,3.4436180975461075,493856.3675768817,0
11.97,1,119.21,1,106.4,155.3,154.57,151.5,12.34,0.0,24.64,2.5494451709255714,400312.1913298826,0
11.98,1,111.31,1,96.24,150.1,157.68,146.8,12.3,0.0,25.62,3.131136910560194,396329.0184739155,0
11.97,1,110.87,1,94.23,162.8,164.06,161.3,12.31,0.0,23.76,3.3105430133940246,396329.0184739155,0
11.98,1,108.96,1,104.48,182.2,170.18,136.9,12.17,0.0,24.89,2.7013612129514133,469770.7083161708,0
11.97,0,118.15,0,101.75,155.8,149.6,150.1,12.29,1.0,24.27,3.5610460826040513,493856.3675768817,0
11.97,1,111.74,1,98.38,154.1,162.62,165.2,12.19,1.0,25.13,2.7536607123542622,369534.7274744691,0
11.97,0,112.11,0,86.33,157.3,144.38,133.4,12.36,1.0,15.89,2.4849066497880004,498819.7065866096,0
11.97,1,107.74,1,108.17,173.1,169.56,178.3,12.23,0.0,29.26,3.100092288878234,341123.54748921306,0
11.97,0,114.89,0,102.42,148.0,151.03,148.5,12.33,1.0,24.53,2.5877640352277083,455886.88567734644,0
11.97,1,108.24,1,104.79,129.7,163.73,144.8,12.28,1.0,25.71,3.407841924380824,373248.61322898994,0
11.97,1,109.33,1,99.58,163.7,152.38,192.3,12.29,1.0,23.57,2.9014215940827497,369534.7274744691,0
11.97,1,114.76,1,93.87,180.7,141.58,170.7,12.25,1.0,25.03,2.9444389791664403,380788.7353793437,0
11.97,1,113.69,1,105.69,186.0,146.19,170.9,12.24,0.0,26.74,2.9338568698359038,380788.7353793437,0
11.97,1,130.19,1,97.21,184.2,169.1,164.0,12.19,0.0,21.69,2.884800712846709,474491.98242599616,0
11.97,0,113.34,0,87.92,142.9,148.79,149.5,12.29,1.0,21.55,3.152736022363656,484077.356302953,0
11.97,1,108.35,1,110.51,191.9,146.2,156.3,12.26,0.0,25.54,2.785011242238338,376999.82415587525,0
11.97,1,114.19,1,95.11,156.0,151.42,184.0,12.23,0.0,23.86,2.6026896854443837,493856.3675768817,0
11.97,0,114.59,0,100.93,158.5,147.46,135.2,12.31,1.0,23.75,2.5877640352277083,455886.88567734644,0
11.97,1,110.25,1,98.42,170.0,172.91,145.8,12.39,0.0,23.5,2.302585092994046,469770.7083161708,0
11.97,1,114.8,1,104.64,162.8,154.83,185.1,12.21,0.0,26.45,2.5952547069568657,384615.72579367505,0
11.97,0,117.33,0,95.64,182.1,149.64,134.7,12.28,1.0,22.15,2.580216829592325,484077.356302953,0
11.98,1,110.62,1,97.76,164.0,168.25,154.3,12.21,0.0,24.28,2.8213788864092133,479260.7061294755,0
11.97,1,111.45,1,93.57,152.6,158.07,171.7,12.23,0.0,23.26,2.6390573296152584,479260.7061294755,0
11.97,1,110.65,1,91.57,149.5,147.57,147.9,12.38,0.0,24.88,2.580216829592325,408399.0340237931,0
11.97,0,115.04,0,102.82,149.7,154.2,146.6,12.33,1.0,21.3,2.5952547069568657,465096.4116686539,0
11.97,1,114.85,1,101.45,174.6,157.51,154.3,12.27,1.0,25.67,2.4595888418037104,362217.44961124816,0
11.97,1,109.55,1,89.29,171.7,156.58,157.5,12.38,0.0,25.12,2.6878474937846906,400312.1913298826,0
11.97,1,111.42,1,103.25,142.4,159.05,167.8,12.18,0.0,24.35,2.856470206220483,484077.356302953,0
11.97,1,112.23,1,107.07,151.8,163.93,131.2,12.18,0.0,27.42,2.975529566236472,380788.7353793437,0
11.98,1,111.12,1,93.99,145.2,153.77,156.8,12.3,0.0,23.16,2.451005098112319,400312.1913298826,0
11.97,1,112.24,1,101.93,167.7,153.72,154.0,12.25,0.0,25.1,2.4069451083182885,396329.0184739155,0
11.97,1,113.29,1,108.16,162.2,158.89,143.0,12.26,1.0,32.51,2.803360380906535,373248.61322898994,0
11.97,0,115.54,0,95.53,138.5,146.88,123.4,12.34,1.0,22.39,2.6100697927420065,488942.41461545986,0
11.97,1,110.18,1,103.2,175.0,161.56,155.0,12.19,0.0,26.08,2.791165107812717,376999.82415587525,0
11.97,1,116.87,1,105.97,192.9,155.92,169.7,12.24,0.0,26.11,2.5877640352277083,376999.82415587525,0
11.97,1,117.49,1,94.14,176.4,167.47,148.6,12.37,0.0,25.25,2.468099531471619,392385.4788500711,0
11.97,1,115.04,1,103.48,160.6,178.52,157.4,12.19,0.0,27.02,2.917770732084279,469770.7083161708,0
11.97,1,109.9,1,92.29,131.1,140.77,131.1,12.3,1.0,21.98,3.044522437723423,373248.61322898994,0
11.97,0,114.02,0,110.31,162.2,157.71,190.6,12.26,1.0,25.03,2.970414465569701,465096.4116686539,0
11.97,1,117.92,1,104.72,160.1,168.22,143.5,12.18,0.0,23.82,2.9601050959108397,479260.7061294755,0
11.98,1,117.52,1,89.19,175.8,161.13,180.1,12.31,0.0,22.34,2.5726122302071057,348014.70026317565,0
11.97,1,110.95,1,94.61,166.4,157.1,159.7,12.47,1.0,24.82,2.9601050959108397,365857.7955006423,0
11.97,0,110.88,0,97.02,166.4,146.0,159.2,12.24,1.0,22.15,2.631888840136646,469770.7083161708,0
11.97,1,112.26,1,98.17,191.4,150.11,161.9,12.28,0.0,26.14,2.7212954278522306,388481.17810109997,0
11.97,1,115.76,1,103.39,182.1,175.27,158.4,12.23,0.0,23.72,2.4765384001174837,469770.7083161708,0
11.97,1,115.37,1,97.98,145.5,156.5,131.3,12.36,1.0,22.33,3.55820113047182,373248.61322898994,0
11.97,1,113.92,1,102.24,152.8,158.53,170.7,12.36,0.0,28.11,2.2823823856765264,369534.7274744691,0
11.97,1,110.22,1,93.12,154.6,143.08,170.5,12.16,1.0,24.78,2.9231615807191558,388481.17810109997,0
11.97,1,117.68,1,102.08,154.2,168.58,151.2,12.34,0.0,23.01,2.631888840136646,469770.7083161708,1
11.97,1,119.38,1,90.84,158.3,143.32,182.7,12.35,0.0,23.3,2.917770732084279,355045.0635575014,0
11.97,1,117.04,1,106.83,162.8,177.45,152.6,12.31,0.0,23.84,2.70805020110221,380788.7353793437,0
11.97,1,112.13,1,104.06,146.7,172.44,147.0,12.16,0.0,23.51,3.0155349008501706,469770.7083161708,0
11.98,1,113.98,1,105.15,141.5,160.55,158.5,12.12,0.0,27.95,3.044522437723423,420836.63627205393,0
11.97,1,110.31,1,105.64,171.6,168.37,168.4,12.32,0.0,27.57,2.468099531471619,341123.54748921306,0
11.98,1,111.38,1,94.27,185.0,156.71,166.7,12.23,1.0,23.64,2.8622008809294686,369534.7274744691,0
11.98,1,117.45,1,93.27,159.8,151.83,151.9,12.34,0.0,21.85,3.246490991901174,488942.41461545986,0
11.97,1,113.32,1,100.15,159.7,178.15,187.0,12.25,0.0,21.79,2.5649493574615367,474491.98242599616,0
11.98,1,107.09,1,94.99,166.8,156.96,155.1,12.21,0.0,24.66,2.785011242238338,404335.3957385773,0
11.97,1,113.37,1,103.22,168.5,166.04,148.7,12.33,1.0,25.86,2.0541237336955462,365857.7955006423,0
11.97,0,113.05,0,99.89,158.7,135.75,154.5,12.26,1.0,22.9,3.2188758248682006,488942.41461545986,0
11.97,1,117.87,1,101.98,173.2,157.2,142.5,12.19,0.0,25.12,2.995732273553991,400312.1913298826,0
11.98,1,112.07,1,106.43,162.4,163.56,172.5,12.2,0.0,24.39,3.131136910560194,469770.7083161708,0
11.98,1,107.11,1,100.15,151.5,153.86,154.5,12.27,0.0,24.84,2.8390784635086144,404335.3957385773,0
11.97,1,112.96,1,98.31,126.3,155.23,138.9,12.28,1.0,23.55,3.586292865338835,376999.82415587525,0
11.97,1,112.02,1,97.24,194.1,136.33,152.8,12.28,1.0,25.12,2.833213344056216,376999.82415587525,0
11.97,1,115.79,1,101.47,176.7,159.85,168.3,12.23,0.0,25.86,3.100092288878234,376999.82415587525,0
11.97,1,116.53,1,92.97,155.3,155.87,154.2,12.36,0.0,23.58,2.5952547069568657,392385.4788500711,0
11.97,1,115.35,1,91.9,164.3,165.87,137.7,12.23,0.0,24.65,3.1945831322991562,396329.0184739155,0
11.97,0,116.82,0,95.17,154.4,163.06,157.0,12.25,1.0,20.8,2.681021528714291,493856.3675768817,0
11.97,0,111.66,0,97.25,163.3,150.33,156.8,12.24,1.0,23.68,2.990719731730447,469770.7083161708,0
11.97,1,117.49,1,94.94,156.9,153.5,148.4,12.25,0.0,27.07,2.7212954278522306,400312.1913298826,0
11.97,1,116.49,1,102.05,164.0,153.61,166.3,12.3,0.0,22.75,2.714694743820879,484077.356302953,0
11.97,0,115.27,0,99.29,156.4,136.07,170.4,12.36,1.0,22.02,2.624668592163159,465096.4116686539,0
11.97,1,112.39,1,98.68,150.4,137.78,135.4,12.18,1.0,24.33,2.8449093838194073,384615.72579367505,0
