,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar OP130_Resultat_Global_v
12023,133.4,158.46,140.9,115.94,12.08,12.27,,11.97,23.79,13.1,96.44,6.61,0
12024,175.2,163.3,159.7,116.93,12.06,12.21,,11.97,22.24,21.6,100.29,6.63,0
12025,180.5,144.67,151.1,120.29,11.9,12.21,,11.97,22.7,17.0,94.23,6.61,0
12026,183.5,135.0,172.3,113.45,12.06,12.19,0.39,11.97,21.63,17.1,101.63,6.4,0
12027,145.5,147.49,169.1,112.55,12.12,12.19,0.38,11.97,19.89,20.3,96.02,6.41,0
12028,181.3,181.94,166.5,114.02,12.06,12.29,,11.97,23.94,16.6,105.0,6.64,0
12029,182.8,159.56,156.6,114.2,12.07,12.19,,11.97,21.45,21.4,99.23,6.61,0
12030,158.7,162.44,153.5,115.5,11.88,12.26,,11.97,23.27,17.5,100.54,6.61,0
12031,149.3,145.2,131.5,112.84,12.05,12.33,0.41,11.97,22.79,11.8,95.51,6.41,1
12032,147.9,142.74,141.7,114.49,12.11,12.18,0.41,11.97,24.39,16.0,94.65,6.41,0
12033,145.1,146.1,175.6,113.2,11.85,12.24,0.34,11.97,25.28,15.8,99.83,6.61,0
12034,175.0,181.66,163.8,105.75,11.87,12.28,,11.98,24.86,13.1,102.24,6.63,0
12035,157.8,153.68,141.9,108.72,11.77,12.19,,11.97,23.51,19.8,97.01,6.61,0
12036,153.9,142.71,143.8,114.68,12.1,12.27,0.41,11.97,22.6,12.5,100.6,6.43,0
12037,158.0,151.45,163.1,111.14,12.13,12.28,0.39,11.97,17.81,21.9,82.33,6.42,0
12038,173.4,150.55,161.1,108.21,11.86,12.21,,11.97,27.27,23.7,98.01,6.6,0
12039,165.2,159.81,136.6,114.31,11.83,12.28,0.38,11.97,24.34,11.9,94.86,6.61,0
12040,169.7,159.28,160.5,117.9,12.08,12.18,,11.97,23.66,16.1,97.9,6.61,0
12041,169.8,162.83,168.0,112.9,11.81,12.26,0.39,11.97,26.79,13.5,98.71,6.62,0
12042,173.8,145.46,167.3,110.66,11.86,12.25,0.37,11.97,27.75,15.0,95.67,6.61,0
12043,147.0,148.64,167.2,113.7,12.09,12.26,,11.97,23.67,21.4,96.03,6.6,0
12044,147.1,151.17,152.1,113.37,11.86,12.23,,11.97,26.26,22.2,103.06,6.61,0
12045,198.0,141.35,179.7,111.26,11.78,12.19,,11.97,23.74,18.1,91.45,6.61,0
12046,166.2,157.02,168.2,110.75,11.82,12.16,0.38,11.98,26.41,16.0,102.38,6.64,0
12047,135.6,166.79,150.2,108.87,11.85,12.23,,11.98,26.92,18.5,108.21,6.62,0
12048,150.9,160.31,161.5,119.47,11.82,12.18,0.38,11.97,24.26,21.6,100.42,6.61,0
12049,131.5,176.97,160.0,115.71,12.04,12.2,,11.97,21.52,35.2,101.55,6.61,0
12050,181.0,139.21,147.9,111.7,11.84,12.35,0.4,11.97,26.23,18.3,108.38,6.61,0
12051,190.8,160.41,162.2,117.31,11.85,12.26,,11.97,31.27,20.4,100.74,6.61,0
12052,156.3,153.39,141.0,114.28,12.09,12.23,0.4,11.97,18.37,16.9,86.1,6.43,0
12053,163.7,153.38,140.3,114.99,11.86,12.21,0.31,11.97,25.04,17.7,96.0,6.6,0
12054,145.6,154.16,154.1,113.68,11.9,12.27,,11.97,23.39,13.6,84.89,6.61,0
12055,154.4,162.59,183.7,111.53,12.07,12.3,,11.97,25.41,29.7,101.46,6.61,0
12056,148.1,161.29,155.5,110.98,11.82,12.16,0.4,11.98,24.92,39.0,101.96,6.63,0
12057,127.3,155.4,171.2,121.58,12.08,12.29,,11.97,24.8,15.9,103.74,6.61,0
12058,138.1,149.4,150.7,112.0,12.03,12.25,0.41,11.97,25.98,35.0,102.06,6.41,0
12059,146.8,178.11,148.1,117.43,11.9,12.2,,11.97,27.04,48.2,105.15,6.61,1
12060,144.9,146.88,135.9,112.88,12.03,12.35,0.41,11.97,24.31,11.4,96.4,6.4,0
12061,158.0,181.04,147.0,118.58,12.05,12.17,,11.97,25.01,25.4,107.89,6.61,0
12062,151.0,176.11,157.6,108.17,12.06,12.21,,11.97,26.66,18.2,98.89,6.61,0
12063,170.9,169.52,160.5,109.27,11.75,12.26,,11.97,26.93,19.0,97.19,6.62,0
12064,172.8,174.43,170.5,114.19,12.06,12.4,,11.97,22.39,9.4,104.44,6.6,0
12065,166.3,164.39,166.8,109.17,11.88,12.31,,11.97,21.5,15.3,92.49,6.63,0
12066,172.8,162.75,169.1,110.83,11.85,12.25,,11.97,27.07,16.0,103.96,6.6,0
12067,157.2,163.3,167.8,113.86,12.06,12.18,,11.97,25.72,22.0,104.39,6.62,0
12068,162.0,157.51,161.0,115.52,11.89,12.28,,11.97,27.05,21.3,93.76,6.6,0
12069,136.9,135.3,180.3,112.88,12.05,12.26,0.41,11.97,22.2,14.3,98.74,6.41,1
12070,168.0,142.62,151.4,114.85,11.85,12.24,0.41,11.97,25.73,35.1,96.63,6.6,0
12071,147.0,154.11,189.1,112.86,12.04,12.25,0.41,11.97,24.16,20.1,95.83,6.41,0
12072,153.1,143.89,147.1,113.79,12.11,12.33,0.39,11.97,19.2,15.6,80.97,6.41,0
12073,170.2,167.62,152.2,115.29,12.06,12.17,,11.97,23.01,15.9,94.94,6.61,0
12074,144.8,149.63,162.2,120.41,12.11,12.3,0.38,11.97,20.06,15.5,82.5,6.41,0
12075,140.7,145.27,163.9,112.2,11.78,12.18,,11.97,22.61,19.9,90.54,6.6,0
12076,137.1,144.55,134.6,110.12,12.09,12.28,0.35,11.97,22.19,16.1,91.61,6.41,0
12077,149.2,139.43,169.8,112.3,12.12,12.34,0.38,11.97,21.82,12.2,98.34,6.41,0
12078,170.9,171.61,158.3,116.5,12.05,12.25,,11.97,23.4,24.1,95.37,6.61,0
12079,183.7,141.73,142.4,113.29,12.1,12.29,0.41,11.97,23.01,18.2,95.62,6.43,0
12080,161.6,157.2,161.5,109.65,11.75,12.2,,11.97,22.98,16.6,89.55,6.61,0
12081,165.7,160.99,167.5,113.77,12.08,12.3,,11.97,23.1,15.8,98.67,6.61,0
12082,146.0,147.52,138.0,109.22,12.03,12.3,0.41,11.97,21.76,14.6,104.25,6.42,0
12083,167.2,154.37,158.8,109.53,11.91,12.28,,11.98,20.55,14.5,90.58,6.63,0
12084,152.9,163.84,174.2,112.22,11.89,12.37,,11.97,22.8,8.6,87.46,6.61,0
12085,197.8,161.87,176.5,106.58,11.81,12.24,0.38,11.97,25.78,15.1,100.95,6.61,0
12086,156.3,164.58,166.2,111.19,11.88,12.35,,11.97,22.1,9.5,85.85,6.63,0
12087,190.4,144.21,167.7,113.48,12.04,12.3,0.41,11.97,24.22,12.0,98.13,6.41,0
12088,167.3,150.7,120.3,112.29,12.1,12.31,0.41,11.97,22.92,12.0,91.43,6.41,0
12089,141.6,142.84,154.7,108.47,11.87,12.27,0.33,11.97,23.45,20.0,98.62,6.62,0
12090,154.3,151.92,173.2,111.04,12.05,12.25,0.41,11.97,22.46,15.6,102.89,6.41,0
12091,151.5,148.06,149.1,106.79,12.12,12.22,0.4,11.97,23.5,18.4,100.61,6.41,0
12092,156.5,153.74,140.7,110.61,12.11,12.21,0.38,11.97,19.14,17.2,82.2,6.41,0
12093,142.0,168.15,159.9,117.25,12.09,12.26,,11.97,24.86,15.8,97.1,6.61,0
12094,182.5,159.34,192.0,113.82,11.76,12.28,,11.97,25.08,16.6,101.3,6.61,0
12095,141.2,146.11,164.7,118.51,12.11,12.2,0.38,11.97,19.78,21.5,86.74,6.4,0
12096,171.9,159.4,157.7,118.64,12.06,12.25,,11.97,23.45,15.5,100.63,6.61,0
12097,140.1,165.49,151.5,113.88,11.88,12.24,,11.97,24.61,23.5,100.28,6.61,0
12098,186.0,155.27,197.6,116.95,11.82,12.42,0.37,11.97,24.9,13.5,112.53,6.53,0
12099,147.1,164.23,149.5,120.11,11.87,12.35,,11.97,25.46,15.1,95.76,6.61,0
12100,173.0,153.64,157.4,124.11,11.83,12.15,0.37,11.97,25.12,14.5,93.11,6.63,0
12101,172.9,162.67,139.1,114.61,12.07,12.34,,11.98,22.69,14.7,103.56,6.61,0
12102,154.5,154.28,132.7,113.72,12.11,12.23,0.39,11.97,18.41,18.0,83.49,6.42,0
12103,135.9,165.99,148.1,116.59,11.82,12.3,0.4,11.97,25.09,14.9,100.24,6.62,0
12104,157.6,162.55,143.0,110.1,12.08,12.3,,11.97,24.6,23.4,103.79,6.61,0
12105,153.4,153.83,152.4,114.53,12.12,12.32,0.38,11.97,17.51,25.5,79.86,6.41,0
12106,150.7,152.06,150.5,114.89,12.11,12.19,0.39,11.97,18.37,14.6,77.34,6.41,0
12107,165.4,167.67,145.6,114.7,12.08,12.1,,11.97,23.94,24.0,107.19,6.61,0
12108,173.4,148.34,150.3,114.65,12.12,12.31,0.37,11.97,19.56,30.5,85.28,6.41,0
12109,177.3,152.7,159.2,115.53,12.04,12.41,0.41,11.98,23.16,10.3,104.3,6.42,0
12110,166.4,146.93,183.7,109.96,11.87,12.22,0.38,11.97,24.09,20.6,97.05,6.62,0
12111,173.4,161.96,158.4,111.88,12.08,12.23,,11.98,24.06,15.5,101.69,6.6,0
12112,184.1,148.94,158.7,113.25,12.04,12.19,0.41,11.97,24.71,32.7,91.48,6.4,0
12113,137.4,155.57,143.4,111.98,12.09,12.16,,11.97,23.46,19.5,107.49,6.6,0
12114,139.5,154.44,155.3,114.9,11.77,12.37,,11.97,26.38,11.6,96.52,6.62,0
12115,146.9,148.59,132.7,110.59,11.77,12.12,,11.97,24.98,34.6,95.48,6.62,0
12116,139.8,154.41,154.5,116.15,12.09,12.17,0.41,11.97,21.47,27.3,97.4,6.42,0
12117,156.7,161.91,170.6,117.77,12.08,12.34,,11.97,25.46,11.3,105.68,6.6,0
12118,162.6,163.87,171.6,113.2,11.75,12.4,,11.97,23.46,15.4,90.47,6.61,0
12119,140.0,156.45,159.6,113.0,12.04,12.31,0.41,11.97,24.25,10.3,105.71,6.42,0
12120,141.8,147.7,140.9,113.39,12.06,12.23,0.41,11.97,21.86,10.7,94.94,6.41,0
12121,194.6,166.08,149.1,113.41,11.84,12.31,,11.97,27.62,8.8,103.19,6.63,0
12122,150.9,149.11,135.1,111.36,12.13,12.27,0.39,11.97,18.7,15.2,94.06,6.4,0
12123,156.2,166.68,150.3,113.06,12.07,12.27,,11.97,24.61,26.3,97.0,6.62,0
12124,170.5,148.72,147.4,115.79,11.9,12.28,,11.97,23.34,16.7,94.36,6.63,0
12125,144.8,150.61,149.4,112.22,12.09,12.27,0.41,11.97,23.11,13.9,99.52,6.4,0
12126,197.6,155.23,166.1,113.87,11.84,12.3,,11.97,25.38,18.6,104.27,6.63,0
12127,173.4,158.53,131.4,111.68,12.07,12.27,,11.97,22.51,24.7,94.81,6.61,0
12128,174.7,167.28,162.0,117.73,11.86,12.31,,11.97,25.01,13.0,97.67,6.61,0
12129,154.5,171.37,160.4,110.88,11.89,12.34,,11.97,25.14,9.4,92.79,6.62,0
12130,156.9,155.68,147.1,112.83,12.08,12.28,,11.97,24.87,28.7,102.66,6.61,0
12131,147.3,162.54,170.8,114.54,12.09,12.17,,11.97,24.06,32.3,101.48,6.6,1
12132,148.0,164.06,160.0,114.64,11.83,12.23,,11.97,27.6,14.6,104.63,6.61,0
12133,149.1,152.47,154.5,116.18,12.09,12.25,0.36,11.97,17.28,13.0,89.31,6.44,0
12134,180.8,143.38,140.2,112.15,11.85,12.35,0.41,11.97,23.47,11.6,99.0,6.62,0
12135,135.7,156.53,159.2,112.08,11.91,12.31,,11.97,25.74,13.0,89.13,6.6,0
12136,158.5,132.92,148.3,114.51,12.05,12.34,0.41,11.97,22.38,14.3,100.15,6.4,0
12137,141.2,156.27,137.7,114.13,11.83,12.18,0.37,11.97,26.9,28.9,108.09,6.6,0
12138,140.8,169.88,156.0,111.26,12.06,12.24,,11.97,24.59,17.2,102.48,6.61,0
12139,183.5,170.74,148.2,115.85,12.09,12.27,,11.97,23.55,17.1,98.36,6.61,0
12140,157.2,153.42,136.0,110.85,12.09,12.2,,11.98,23.68,16.4,98.87,6.63,0
12141,154.0,169.02,160.7,114.37,12.09,12.1,,11.97,23.18,17.7,104.02,6.6,0
12142,166.0,142.31,197.5,110.98,12.13,12.33,0.4,11.97,17.83,18.3,81.67,6.38,0
12143,181.6,153.37,142.6,116.74,11.82,12.26,0.38,11.97,24.64,18.4,104.27,6.63,0
12144,166.9,175.19,177.9,113.5,12.07,12.29,,11.97,25.19,17.3,99.31,6.61,0
12145,172.7,153.01,152.1,110.66,12.04,12.24,0.41,11.97,21.58,15.4,88.65,6.41,0
12146,177.0,162.75,169.8,118.51,11.75,12.27,,11.97,22.75,15.5,93.37,6.61,0
12147,159.0,160.81,163.5,114.4,11.89,12.29,,11.97,25.37,18.6,106.68,6.64,0
12148,153.5,172.36,140.6,116.5,12.07,12.26,,11.97,22.98,20.0,96.57,6.61,0
12149,163.7,146.14,148.9,110.61,11.84,12.21,0.39,11.97,23.47,16.9,97.73,6.6,0
12150,158.4,164.62,160.6,118.32,11.9,12.3,,11.97,23.86,13.4,102.54,6.62,0
12151,147.7,135.54,193.7,113.44,12.03,12.36,0.4,11.97,21.87,15.7,95.52,6.4,0
12152,145.3,153.06,163.1,113.29,12.12,12.2,,11.98,22.41,31.6,96.54,6.61,0
12153,160.7,152.26,156.7,105.69,11.91,12.36,,11.98,23.65,19.6,92.86,6.64,0
12154,164.2,165.24,163.8,116.07,11.82,12.24,0.38,11.97,25.1,41.1,102.65,6.62,0
12155,166.1,170.17,133.7,118.72,12.06,12.31,,11.97,23.24,16.4,92.37,6.62,0
12156,169.2,163.57,152.4,116.05,11.83,12.19,,11.97,28.85,15.8,104.41,6.61,0
12157,145.2,163.95,170.1,117.05,11.88,12.2,,11.97,25.17,17.4,89.53,6.6,0
12158,156.0,157.97,169.3,112.96,12.13,12.28,0.4,11.97,20.52,11.2,86.35,6.4,0
12159,156.6,168.57,162.6,113.6,11.89,12.25,,11.97,24.59,30.5,96.6,6.61,0
12160,162.9,150.82,197.6,111.31,12.06,12.25,0.41,11.97,19.72,16.2,91.83,6.27,0
12161,138.7,174.85,152.8,114.47,12.07,12.12,,11.97,25.94,15.0,97.88,6.61,0
12162,146.4,155.22,143.8,111.99,12.08,12.26,,11.97,24.11,17.3,99.15,6.61,0
12163,138.5,176.95,158.0,107.8,11.91,12.21,,11.97,27.98,15.8,107.71,6.61,0
12164,177.9,160.13,159.5,112.28,11.71,12.19,,11.97,26.39,17.6,94.87,6.61,0
12165,165.9,150.15,163.8,115.0,11.91,12.23,,11.97,23.31,26.1,94.14,6.61,0
12166,168.8,149.12,162.2,110.41,11.83,12.27,0.39,11.97,23.23,19.2,99.52,6.61,0
12167,153.3,161.73,146.1,113.46,11.84,12.29,0.37,11.97,26.84,17.3,104.12,6.61,0
12168,197.8,146.01,188.9,113.91,12.12,12.25,0.39,11.97,17.88,13.0,83.95,6.41,0
12169,171.9,146.2,150.6,111.64,12.12,12.36,0.39,11.97,18.42,8.8,83.19,6.41,0
12170,172.8,153.63,140.3,108.68,12.13,12.19,0.39,11.97,19.26,18.0,80.49,6.42,0
12171,164.2,152.71,160.0,113.74,11.81,12.23,0.38,11.97,24.86,26.5,98.64,6.61,0
12172,166.0,177.67,153.8,115.34,12.08,12.18,,11.97,23.83,26.3,97.71,6.61,0
12173,134.2,145.54,168.1,115.44,12.1,12.22,,11.97,19.24,20.2,90.65,6.6,0
12174,151.4,157.23,134.7,118.59,11.83,12.27,0.37,11.97,25.21,12.2,98.12,6.61,0
12175,157.1,153.07,139.3,113.6,12.07,12.27,,11.98,23.22,18.9,97.31,6.61,0
12176,172.0,163.18,146.1,115.01,12.07,12.22,,11.97,21.83,16.5,99.11,6.61,0
12177,155.6,149.62,155.3,116.27,12.09,12.12,,11.97,20.61,18.9,99.67,6.61,0
12178,146.9,158.9,149.8,113.19,12.1,12.17,0.39,11.97,19.26,20.8,81.12,6.41,0
12179,158.0,167.92,168.5,114.65,12.06,12.18,,11.98,25.06,28.0,99.18,6.61,0
12180,157.4,153.06,148.7,111.63,11.83,12.28,0.38,11.97,25.86,12.7,101.4,6.63,0
12181,148.6,178.54,181.7,110.18,12.06,12.34,,11.97,22.56,11.9,102.76,6.6,0
12182,160.9,152.17,161.2,118.16,12.06,12.31,0.41,11.97,21.38,15.3,98.24,6.41,0
12183,175.7,167.59,163.3,104.61,11.9,12.29,,11.98,25.0,13.4,102.53,6.61,0
12184,158.9,170.62,148.2,115.04,12.07,12.24,,11.97,25.36,19.0,102.2,6.61,0
12185,170.3,157.64,170.9,115.55,11.82,12.31,0.4,11.97,23.34,9.8,97.38,6.62,0
12186,130.8,140.66,170.1,113.82,12.11,12.24,0.38,11.97,19.42,18.0,80.94,6.41,0
12187,174.5,157.35,151.4,114.95,11.9,12.27,,11.97,25.71,13.0,102.3,6.6,0
12188,151.5,175.98,148.2,116.92,12.07,12.21,,11.97,26.03,31.7,99.91,6.63,0
12189,194.4,155.89,179.5,117.35,11.82,12.23,,11.97,25.22,14.5,100.89,6.61,0
12190,155.7,144.69,137.3,114.13,12.09,12.37,0.41,11.97,22.66,10.6,98.62,6.41,0
12191,147.6,160.53,157.1,108.99,12.13,12.25,0.39,11.98,20.77,14.8,81.36,6.41,0
12192,158.0,167.02,150.0,107.46,12.06,12.38,,11.97,22.02,14.0,102.84,6.6,0
12193,140.4,161.11,159.2,112.58,11.89,12.24,,11.97,21.9,13.2,98.19,6.61,0
12194,158.4,159.15,138.0,107.94,11.76,12.3,,11.97,25.84,10.3,99.03,6.61,0
12195,150.0,143.84,154.5,111.9,11.75,12.22,,11.97,23.35,20.5,88.68,6.61,0
12196,157.3,156.43,140.3,115.55,12.12,12.27,0.39,11.97,18.55,15.5,82.8,6.41,0
12197,159.3,172.44,177.6,112.01,12.05,12.22,,11.97,21.22,20.2,97.73,6.63,0
12198,154.8,181.61,182.0,113.28,11.89,12.34,,11.97,42.18,21.4,100.99,6.6,0
12199,155.1,179.97,175.2,118.25,11.9,12.23,,11.97,28.77,16.4,101.09,6.61,0
12200,166.7,157.78,176.8,116.95,11.84,12.33,,11.97,27.72,14.7,112.35,6.63,0
12201,175.5,156.59,152.9,114.34,12.12,12.2,0.39,11.97,22.9,20.8,103.92,6.41,0
12202,150.3,150.33,146.5,111.71,11.9,12.1,,11.98,23.02,27.8,88.17,6.61,0
12203,145.2,150.52,156.2,108.99,11.82,12.26,0.35,11.97,22.41,18.3,92.24,6.61,0
12204,130.5,138.7,169.7,114.1,12.09,12.25,0.35,11.97,20.56,18.2,96.25,6.43,0
12205,149.3,144.22,163.9,109.89,11.75,12.2,,11.97,27.04,20.5,107.6,6.61,0
12206,174.3,160.05,153.4,114.38,12.08,12.33,,11.97,24.35,23.6,100.55,6.61,0
12207,185.5,153.95,153.3,114.9,11.81,12.23,0.38,11.97,26.41,12.7,104.21,6.61,0
12208,160.5,152.25,167.0,115.99,12.1,12.25,0.39,11.97,19.7,16.8,91.67,6.4,0
12209,164.8,157.56,134.3,110.67,11.89,12.2,,11.98,25.48,26.4,98.66,6.63,0
12210,175.2,155.0,178.3,116.43,11.85,12.19,,11.97,25.71,18.1,98.08,6.61,0
12211,162.0,145.33,141.2,112.0,11.84,12.25,0.38,11.97,24.83,42.4,96.38,6.61,0
12212,148.5,153.95,164.7,110.12,11.9,12.25,,11.97,25.22,17.6,93.03,6.61,0
12213,154.8,153.97,172.3,112.4,12.07,12.12,0.38,11.97,21.25,30.3,94.14,6.41,0
12214,162.5,181.28,161.8,124.23,12.05,12.24,,11.97,24.09,19.9,103.17,6.6,0
12215,166.7,144.24,169.7,110.15,11.86,12.24,0.32,11.97,25.14,30.1,92.02,6.61,0
12216,165.5,153.07,167.9,106.5,11.73,12.38,,11.97,26.67,11.7,107.15,6.64,0
12217,141.0,153.57,168.6,116.59,11.81,12.27,0.4,11.97,23.93,15.1,106.51,6.63,0
12218,160.2,160.64,166.7,120.61,11.82,12.37,0.38,11.97,23.77,30.1,113.49,6.61,0
12219,148.2,172.38,142.7,114.85,12.1,12.16,,11.97,24.07,25.0,96.7,6.61,0
12220,165.4,149.5,159.0,109.04,11.9,12.31,,11.97,23.98,13.6,91.19,6.62,0
12221,165.5,157.38,176.0,109.38,12.11,12.22,0.37,11.97,22.59,20.4,103.05,6.41,0
12222,149.0,139.84,144.7,111.26,11.88,12.32,0.41,11.97,23.2,14.0,94.26,6.61,0
12223,163.2,162.36,168.9,111.82,11.88,12.22,,11.98,24.13,17.2,98.0,6.61,0
12224,169.5,165.77,160.0,114.04,11.94,12.17,,11.97,27.3,18.6,116.47,6.61,0
12225,166.3,143.59,187.0,110.2,11.8,12.26,,11.97,22.26,16.0,88.94,6.64,0
12226,150.3,156.05,139.9,111.05,11.82,12.29,0.39,11.97,25.54,16.2,108.39,6.61,0
12227,162.4,172.03,164.4,116.63,12.07,12.27,,11.97,22.55,14.7,103.91,6.62,0
12228,157.5,152.7,140.8,111.2,11.91,12.29,,11.97,22.87,16.2,94.9,6.6,0
12229,166.1,145.61,197.5,111.42,11.83,12.26,,11.97,27.4,17.4,105.42,6.56,0
12230,198.0,143.31,156.4,109.76,11.78,12.24,,11.98,21.04,14.9,89.45,6.6,0
12231,154.5,149.51,155.0,123.45,11.89,12.3,,11.97,23.54,14.5,93.46,6.6,0
12232,165.1,171.96,165.3,115.13,12.07,12.27,,11.97,24.58,12.1,106.17,6.64,0
12233,142.8,161.07,137.8,112.2,11.82,12.19,0.37,11.98,25.78,17.1,102.45,6.62,0
12234,163.0,171.9,170.5,112.86,12.08,12.23,,11.97,24.98,14.4,104.52,6.61,0
12235,162.9,152.29,182.3,109.05,11.87,12.19,0.39,11.97,25.42,17.8,98.28,6.61,0
12236,183.1,135.26,157.3,119.36,12.05,12.19,0.41,11.97,24.39,24.7,102.21,6.42,0
12237,181.5,165.61,142.3,113.62,11.9,12.23,,11.97,25.79,17.2,97.33,6.6,0
12238,146.6,154.0,143.9,110.24,12.08,12.19,,11.98,19.7,22.7,96.31,6.61,0
12239,161.3,163.23,166.1,116.01,11.9,12.46,,11.97,24.02,9.3,88.4,6.66,0
12240,162.1,150.73,142.6,117.2,11.87,12.31,,11.97,23.63,11.1,94.17,6.63,0
12241,158.1,159.38,153.8,113.08,11.69,12.35,,11.97,27.77,16.7,96.86,6.61,0
12242,147.3,165.32,170.2,116.92,11.73,12.26,,11.97,24.46,14.7,99.36,6.62,0
12243,186.7,156.04,181.3,111.39,12.1,12.26,,11.97,23.09,21.2,91.89,6.62,0
12244,155.3,153.74,151.3,110.13,12.11,12.18,0.41,11.97,21.55,18.8,98.03,6.41,0
12245,169.3,161.55,141.1,111.59,11.89,12.25,,11.97,23.65,12.5,88.88,6.6,0
12246,149.9,152.3,159.0,112.65,12.12,12.31,0.4,11.97,21.2,15.6,98.96,6.41,0
12247,154.9,164.73,184.6,114.09,11.83,12.18,,11.97,27.84,15.1,105.46,6.6,0
12248,183.9,144.24,196.1,112.87,11.83,12.21,0.37,11.97,24.93,16.9,95.25,6.61,0
12249,145.8,179.21,161.1,114.25,12.09,12.24,,11.97,21.64,17.2,96.74,6.62,0
12250,168.8,152.24,151.1,109.58,12.1,12.26,0.39,11.97,18.08,18.3,79.42,6.42,0
12251,149.8,161.27,136.2,113.45,11.83,12.27,0.38,11.97,26.06,39.5,107.19,6.61,0
12252,173.6,162.5,166.5,109.76,11.8,12.28,0.34,11.97,26.94,12.8,106.17,6.61,0
12253,162.8,158.17,140.7,113.42,11.81,12.34,0.24,11.97,24.31,10.5,95.3,6.63,0
12254,157.7,164.51,159.0,115.58,11.88,12.23,,11.97,25.76,15.9,104.3,6.61,0
12255,142.9,154.61,134.9,114.74,12.08,12.17,,11.97,23.56,32.6,99.41,6.63,0
12256,179.6,171.11,162.0,115.22,12.07,12.31,,11.97,25.29,12.5,107.32,6.62,0
12257,167.0,149.7,178.4,112.81,12.05,12.3,0.41,11.97,21.05,15.8,97.2,6.42,0
12258,183.2,153.62,191.8,110.97,12.04,12.2,0.41,11.97,23.4,20.4,101.9,6.41,0
12259,182.9,158.86,175.4,113.53,11.83,12.21,,11.98,29.69,20.3,103.53,6.61,0
12260,158.7,154.59,168.3,116.39,12.09,12.25,,11.97,22.69,16.8,98.26,6.61,0
12261,197.8,148.66,165.7,115.79,11.81,12.3,,11.97,23.66,16.4,93.79,6.6,0
12262,147.0,151.32,176.5,104.62,11.9,12.24,,11.98,23.31,18.2,88.17,6.61,0
12263,154.3,178.43,164.9,115.45,12.07,12.2,,11.97,26.24,16.0,101.02,6.61,0
12264,180.5,151.6,170.0,112.31,12.05,12.25,0.38,11.97,20.61,13.8,99.48,6.42,0
12265,152.9,154.56,165.0,113.18,12.05,12.25,0.41,11.97,22.75,20.1,100.99,6.43,0
12266,149.0,145.01,162.1,108.69,12.04,12.17,0.39,11.97,22.21,24.5,95.74,6.41,0
12267,165.0,156.25,170.8,112.72,12.1,12.37,,11.97,31.77,13.4,103.37,6.6,0
12268,167.3,147.83,177.8,109.0,12.06,12.3,0.38,11.97,20.35,19.2,90.87,6.41,0
12269,161.8,148.84,178.4,112.45,12.13,12.25,0.37,11.97,20.02,16.9,96.66,6.42,0
12270,168.4,156.55,181.6,129.5,11.77,12.27,,11.97,25.72,19.5,97.62,6.61,0
12271,164.0,159.03,167.4,114.05,11.81,12.28,0.39,11.97,26.07,14.8,100.09,6.6,0
12272,157.2,169.4,167.8,113.93,11.88,12.26,,11.97,25.42,13.2,96.17,6.62,0
12273,146.0,151.45,160.0,112.73,12.04,12.28,0.41,11.97,22.54,17.2,94.93,6.41,0
12274,172.7,143.61,186.5,114.41,12.07,12.25,0.39,11.97,20.6,18.3,88.39,6.42,0
12275,154.9,161.77,149.8,112.28,12.08,12.34,,11.98,22.69,11.4,97.25,6.6,0
12276,138.4,153.06,152.3,112.76,12.09,12.35,0.41,11.97,24.98,9.1,95.68,6.41,0
12277,161.0,146.09,144.3,107.0,12.04,12.24,0.41,11.97,23.68,14.2,96.14,6.41,0
12278,128.5,154.23,150.8,113.12,12.12,12.25,0.4,11.97,21.48,14.4,98.87,6.4,0
12279,159.0,153.23,150.4,114.08,12.05,12.27,0.41,11.97,26.05,11.7,100.14,6.43,0
12280,189.6,159.49,197.4,110.79,12.09,12.16,,11.97,26.63,17.1,102.78,6.54,0
12281,150.2,151.48,141.8,115.88,12.1,12.19,0.41,11.97,23.02,17.5,106.01,6.43,0
12282,154.7,161.45,173.9,118.06,11.92,12.21,,11.98,25.15,24.8,106.63,6.62,0
12283,153.3,157.59,145.2,113.87,12.11,12.21,,11.97,23.45,16.9,97.72,6.63,0
12284,174.5,135.48,168.6,113.08,12.05,12.17,0.41,11.97,23.67,21.2,100.45,6.41,0
12285,140.2,157.02,160.8,113.74,12.08,12.29,,11.97,22.92,15.2,104.86,6.61,0
12286,156.1,158.1,161.6,113.91,11.92,12.11,,11.98,26.21,25.0,110.59,6.6,0
12287,155.5,159.84,176.0,117.38,12.08,12.13,,11.98,21.63,26.3,104.82,6.61,0
12288,134.7,137.92,161.1,120.06,11.71,12.24,,11.97,22.42,13.9,98.47,6.62,0
12289,161.5,162.82,161.7,110.22,11.76,12.29,,11.97,24.86,23.7,99.43,6.62,0
12290,150.3,150.62,168.2,113.92,11.82,12.2,,11.97,22.07,16.2,106.0,6.61,0
